ID,SiO2(Wt%),TiO2(Wt%),Al2O3(Wt%),Cr2O3(Wt%),V2O3(Wt%),Fe2O3(Wt%),FeOT(Wt%),FeO(Wt%),CaO,MgO,MnO(Wt%),NiO,COO(Wt%),K2O(Wt%),Na2O(Wt%),P2O5(Wt%),MgNo,,
OL212904,41.00833333,0,0,0.035,,,8.798333333,,0.058333333,49.62833333,0.125,0.383333333,,,,,90.95403984,,
OL212905,40.66166667,0.003333333,0.066666667,0.028333333,,,9.256666667,,0.08,49.195,0.12,0.371666667,,,,,90.45197256,,
OL212906,41.04666667,0,0.006666667,0.033333333,,,8.751666667,,0.076666667,49.61333333,0.12,0.393333333,,,,,90.99522396,,
OL212907,41.11833333,0.003333333,0.013333333,0.026666667,,,8.42,,0.073333333,49.84333333,0.125,0.395,,,,,91.34345841,,
OL212908,41.23,0,0.008333333,0,,,8.065,,0.013333333,50.27166667,0.113333333,0.391666667,,,,,91.74310994,,
OL212909,40.97833333,0,0.011666667,0,,,9.14,,0.005,49.51,0.13,0.37,,,,,90.6153712,,
OL212910,41.06833333,0,0.018333333,0.011666667,,,8.856666667,,0.068333333,49.81166667,0.125,0.385,,,,,90.92997936,,
OL212911,40.93333333,0.003333333,0.003333333,0.03,,,9.18,,0.065,49.27833333,0.118333333,0.381666667,,,,,90.53806747,,
OL212912,40.86,0.008333333,0.006666667,0.011666667,,,10.30833333,,0.078333333,48.39666667,0.123333333,0.395,,,,,89.3263151,,
OL215168,41.02,0.03,0.01,0.05,,,9,,0.03,49.75,0.11,0.34,,0,0,,90.78634565,,
OL215169,41.05,0,0.02,0.05,,,8.11,,0.08,50.2,0.07,0.37,,0,0,,91.68999926,,
OL215179,41.24,0.01,0.01,0.02,,,8.01,,0.08,50.55,0.12,0.36,,0,0,,91.83628872,,
OL215180,40.97,0.01,0,0.01,,,7.51,,0.04,50.56,0.11,0.35,,0,0,,92.30808348,,
OL215214,40.93,0.02,0.01,0.06,,,8.14,,0.02,50.07,0.12,0.36,,0,0,,91.64198304,,
OL215215,40.85,0,0,0.05,,,8.12,,0.02,50,0.19,0.38,,0,0,,91.65010617,,
OL215216,40.93,0,0.01,0,,,7.92,,0.04,50.27,0.14,0.31,,0,0,,91.87925768,,
OL215217,41.04,0,0,0,,,7.96,,0.04,50.33,0.15,0.36,,0,0,,91.8505232,,
OL215218,41.14,0,0,0,,,8.04,,0.03,50.5,0.14,0.36,,0,0,,91.80077205,,
OL215219,41.01,0,0,0,,,8.2,,0.01,50.06,0.16,0.38,,0,0,,91.58402051,,
OL215220,41.07,0.01,0.02,0,,,8.18,,0.03,50.28,0.14,0.35,,0,0,,91.63649254,,
OL215488,40.8,0.027,0.033,0.066,,,9.12,,0.092,50.5,0.03,0.442,,0.007,0.035,,90.80070325,,
OL215496,41.2,0.013,0,0.03,,,8.96,,0.032,48.3,0.13,0.439,,0,0,,90.57402069,,
OL215497,40.6,0.008,0.011,0.036,,,9.57,,0.03,48.8,0.09,0.426,,0,0,,90.08882808,,
OL215499,41,0.038,0,0,,,8.81,,0.008,49.3,0,0.423,,0,0.017,,90.88830928,,
OL219259,40.93333333,0.0087665,0,0.009837667,,,8.660328333,,0.004758833,50.45151667,0.160276667,0.404686667,,0,,,91.21598554,,
OL219260,38.932,0.004416364,0,0.005589636,,,11.95900909,,0.011202545,48.99344545,0.164292455,0.270581273,,0.003953818,,,87.9556611,,
OL219261,40.57548696,0.025205286,0,0.0163305,,,11.71497391,,0.013938786,48.07761304,0.180314348,0.254334087,,0.043613692,,,87.97415777,,
OL220505,41.2,,,,,,8.89,,0.06,49,0.14,0.36,,,,,90.76212093,,
OL220506,41,,,,,,9.69,,0.04,48.8,0.12,0.41,,,,,89.97700644,,
OL220507,41,,,,,,9.22,,0.06,48.5,0.14,0.38,,,0,,90.3630016,,
OL220508,41.1,0.01,,,,,9.71,,0.03,48.5,0.11,0.31,,,0.37,,89.9025553,,
OL220509,40.5,0.04,,,,,9.63,,0.12,48.3,0.11,0.36,,,0.01,,89.94008302,,
OL220510,40.8,0.03,,,,,9.5,,0.05,48.5,0.13,0.4,,,0.01,,90.09931359,,
OL220511,40.4,0.01,,,,,9.5,,0.02,48.6,0.15,0.36,,,0.01,,90.11767216,,
OL220512,40.9,0.01,,,,,8.76,,0.05,48.7,0.17,0.33,,,0.07,,90.83389096,,
OL220513,40.7,0.01,,,,,10.7,,0.04,47.4,0.17,0.34,,,0,,88.75957789,,
OL220514,41.1,0.02,,,,,9.39,,0.06,48.6,0.15,0.37,,,0.02,,90.2209092,,
OL221493,40.059,0.003,0,0.167,,,10.434,,0.043,48.557,0.16,0.361,,0.005,0.016,,89.24202882,,
OL221494,40.495,0,0,0.19,,,10.231,,0.043,49.099,0.105,0.437,,0,0.015,,89.53368388,,
OL221495,40.676,0,0.003,0,,,10.062,,0.053,48.906,0.133,0.403,,0,0,,89.652263,,
OL221496,40.687,0,0.026,0.005,,,10.395,,0.04,48.943,0.123,0.341,,0.001,0,,89.35348743,,
OL221497,40.697,0.007,0.026,0.01,,,10.374,,0.017,48.754,0.138,0.377,,0.007,0.01,,89.33590538,,
OL221498,39.993,0.013,0.001,0,,,10.193,,0.093,48.392,0.154,0.39,,0.018,0.011,,89.43220571,,
OL221499,40.799,0,0.013,0.04,,,10.132,,0.041,48.661,0.159,0.339,,0.001,0.017,,89.54082997,,
OL221500,39.805,0,0,0.001,,,9.645,,0.053,48.959,0.148,0.375,,0.007,0.002,,90.04809588,,
OL221501,40.411,0.013,0.019,0.15,,,9.797,,0.051,47.765,0.12,0.368,,0.015,0,,89.68082715,,
OL221502,40.739,0.025,0.004,0.3,,,9.42,,0.075,47.66,0.116,0.322,,0.01,0,,90.01860796,,
OL221503,40.802,0.018,0.006,0.004,,,9.943,,0.043,48.535,0.153,0.327,,0,0,,89.69192209,,
OL221504,41.128,0,0.001,0.068,,,9.024,,0.067,49.583,0.123,0.405,,0.008,0.01,,90.73581949,,
OL221505,40.32,0,0.014,0,,,9.244,,0.056,49.88,0.149,0.444,,0,0.021,,90.58241904,,
OL221506,41.139,0.008,0.014,0.085,,,9.412,,0.071,49.681,0.139,0.372,,0,0,,90.3929889,,
OL221507,41.489,0,0.017,0.018,,,9.843,,0.038,50.003,0.145,0.327,,0.016,0.013,,90.05507376,,
OL221508,41.118,0,0,0.04,,,10.246,,0.041,49.927,0.129,0.37,,0,0.027,,89.67580667,,
OL221509,41.464,0,0,0,,,10.135,,0.046,49.355,0.129,0.309,,0.006,0.021,,89.66997012,,
OL221510,40.77,0.018,0.039,0.056,,,10.244,,0.045,49.223,0.116,0.303,,0,0.004,,89.54541495,,
OL221511,41.265,0,0,0.012,,,10.238,,0.033,49.251,0.144,0.363,,0,0.007,,89.55621853,,
OL221512,41.427,0,0.002,0,,,10.108,,0.078,49.638,0.125,0.381,,0,0.005,,89.74738355,,
OL221513,40.965,0.005,0.015,0.01,,,10.108,,0.017,49.639,0.124,0.367,,0,0.006,,89.74756891,,
OL221514,41.593,0.01,0.005,0.004,,,10.341,,0.046,49.58,0.131,0.38,,0.009,0.004,,89.52482143,,
OL221515,41.608,0,0.019,0.036,,,10.288,,0.065,50.061,0.134,0.337,,0.003,0,,89.6627409,,
OL221516,41.399,0.016,0.012,0,,,10.098,,0.04,49.84,0.146,0.426,,0,0.011,,89.79376697,,
OL221517,41.062,0.005,0.009,0.036,,,10.073,,0.044,50.186,0.142,0.377,,0.011,0,,89.87956521,,
OL221518,41.443,0,0.024,0.019,,,10.134,,0.04,49.542,0.116,0.347,,0,0.007,,89.70585862,,
OL221519,40.97,0,0.021,0.006,,,10.077,,0.06,49.103,0.156,0.397,,0,0.001,,89.6757139,,
OL221520,41.305,0.01,0.018,0.023,,,9.777,,0.056,48.892,0.157,0.373,,0.022,0,,89.91320391,,
OL221521,41.115,0,0.006,0,,,9.948,,0.089,49.618,0.165,0.377,,0.008,0.007,,89.88960863,,
OL221522,41.146,0,0.038,0.04,,,10.023,,0.038,49.395,0.137,0.384,,0,0.029,,89.77988587,,
OL221523,40.876,0,0,0.021,,,9.886,,0.05,48.703,0.1,0.415,,0,0,,89.77671308,,
OL221524,41.248,0,0.026,0.019,,,10.17,,0.04,49.82,0.146,0.345,,0,0,,89.72477026,,
OL221525,40.453,0,0.001,0.027,,,9.929,,0.05,48.596,0.154,0.336,,0.033,0.023,,89.71653582,,
OL221526,40.765,0,0.017,0.027,,,10.007,,0.032,49.319,0.149,0.359,,0.012,0.016,,89.78041622,,
OL221527,41.049,0.007,0.012,0.029,,,9.915,,0.06,49.798,0.11,0.411,,0.018,0.046,,89.95254169,,
OL221528,41.078,0,0.016,0.035,,,9.857,,0.048,49.584,0.159,0.34,,0.007,0.026,,89.9666346,,
OL221529,40.82,0,0.015,0.017,,,9.19,,0.07,50.696,0.146,0.363,,0,0,,90.76914328,,
OL221530,41.106,0.014,0.016,0.024,,,9.101,,0.049,49.959,0.115,0.376,,0.042,0.076,,90.72789834,,
OL221531,41.208,0,0,0.01,,,11.091,,0.023,48.778,0.141,0.349,,0.004,0.017,,88.6872114,,
OL221532,41.441,0,0,0,,,10.793,,0.053,48.813,0.176,0.363,,0.008,0.011,,88.96465009,,
OL221533,39.084,0,0.022,2.714,,,10.751,,0.06,47.074,0.17,0.341,,0.034,0.048,,88.64275579,,
OL221534,40.965,0,0.022,0.029,,,10.834,,0.044,48.473,0.154,0.355,,0.018,0,,88.85835863,,
OL221535,41.233,0.003,0.021,0.045,,,11.038,,0.029,48.91,0.118,0.327,,0,0.02,,88.76216688,,
OL221536,41.306,0,0,0.069,,,10.971,,0.059,49.129,0.149,0.379,,0.004,0,,88.86703287,,
OL221537,40.422,0.007,0,0.034,,,10.95,,0.035,49.033,0.149,0.356,,0.004,0,,88.86663733,,
OL223125,41.27,0,0,0.01,,,7.18,,0.05,50.97,0.11,0.29,,0.01,0,,92.67614516,,
OL223126,41.16,0,0,0,,,6.97,,0.03,50.7,0.12,0.3,,0,0,,92.83986401,,
OL223127,41.51,0.01,0.03,0.02,,,7.38,,0.05,50.68,0.11,0.35,,0,0,,92.44772268,,
OL223128,41.26,0.02,0,0,,,7.2,,0.05,50.4,0.11,0.33,,0,0.01,,92.58036083,,
OL223129,41.35,0,0.01,0.01,,,6.91,,0.04,50.86,0.08,0.29,,0,0.03,,92.91788517,,
OL223130,41.37,0,0.01,0.06,,,6.94,,0.06,51.11,0.1,0.3,,0.01,0,,92.92164356,,
OL223131,41.16,0.01,0.01,0.03,,,7.88,,0.05,50.19,0.11,0.32,,0.01,0,,91.90511539,,
OL223132,41.07,0,0.02,0.01,,,7.72,,0.09,50.08,0.13,0.26,,0,0.01,,92.04036305,,
OL223133,41.2,0,0,0,,,7.99,,0.07,49.97,0.14,0.28,,0,0,,91.76825585,,
OL223134,40.9,0,0,0.01,,,7.99,,0.04,49.96,0.15,0.29,,0.01,0.03,,91.76674384,,
OL223135,41.18,0,0.01,0,,,7.73,,0.07,50.25,0.11,0.32,,0,0.01,,92.05569271,,
OL223136,41.14,0,0.01,0,,,8.05,,0.09,50.26,0.1,0.27,,0,0,,91.75544537,,
OL223137,41.09,0,0.02,0,,,7.54,,0.06,50.59,0.13,0.34,,0,0,,92.28395386,,
OL223138,41.54,0,0.01,0.09,,,7.85,,0.06,50.78,0.1,0.32,,0,0.01,,92.01969135,,
OL223139,41.53,0,0.03,0.04,,,7.85,,0.11,50.69,0.12,0.35,,0.02,0.01,,92.00665491,,
OL223140,41.77,0,0.02,0.04,,,8.67,,0.1,48.36,0.15,0.35,,0.01,0.01,,90.86150483,,
OL223141,41.69,0,0.02,0.04,,,8.64,,0.11,47.97,0.08,0.29,,0,0.05,,90.82297905,,
OL223142,40.32,0,0.01,0.01,,,8.5,,0.08,50.25,0.1,0.31,,0,0.01,,91.33293179,,
OL223143,40.89,0,0.01,0.07,,,7.85,,0.1,50.01,0.14,0.3,,0,0.01,,91.90676351,,
OL223144,41.26,0.02,0,0.08,,,8.38,,0.07,50.21,0.15,0.27,,0.01,0,,91.43859039,,
OL223145,41.02,0,0.01,0.05,,,8.8,,0.08,50.09,0.1,0.28,,0,0.03,,91.02838865,,
OL223146,41.33,0,0.01,0.05,,,8.89,,0.04,49.83,0.14,0.27,,0,0,,90.9019936,,
OL223147,41.08,0,0.02,0.02,,,9.15,,0.06,50.07,0.13,0.29,,0,0.03,,90.70136342,,
OL223148,40.73,0,0.03,0.02,,,8.27,,0.08,49.75,0.15,0.28,,0.02,0.02,,91.46992762,,
OL223149,41.28,0,0,0.18,,,8.08,,0.05,49.53,0.12,0.31,,0,0,,91.61555702,,
OL223150,41,0.02,0.01,0.07,,,8.09,,0.05,49.96,0.11,0.33,,0,0,,91.67228059,,
OL223151,40.96,0,0.01,0,,,8.37,,0.05,50.19,0.12,0.35,,0.01,0,,91.44481682,,
OL223152,41.04,0.01,0.01,0.01,,,7.91,,0.05,49.76,0.05,0.33,,0,0,,91.8123517,,
OL223153,41,0,0.01,0.03,,,8.25,,0.07,50.3,0.09,0.3,,0.02,0.11,,91.57402399,,
OL223154,40.96,0.01,0,0.06,,,8.82,,0.06,49.64,0.11,0.3,,0.01,0,,90.93572065,,
OL223155,40.95,0,0,0.01,,,8.31,,0.11,49.69,0.12,0.31,,0,0.04,,91.42274647,,
OL223156,40.97,0,0.01,0.04,,,8.71,,0.07,49.53,0.14,0.28,,0,0,,91.02052173,,
OL223157,40.87,0,0.02,0.02,,,8.64,,0.08,49.84,0.14,0.29,,0.01,0.02,,91.13678343,,
OL223158,40.98,0.02,0,0.05,,,8.59,,0.06,50.13,0.14,0.3,,0,0.02,,91.23008296,,
OL223159,41.05,0,0.01,0.08,,,8.62,,0.05,49.87,0.09,0.28,,0,0.01,,91.16033575,,
OL223160,40.81,0.01,0.01,0.01,,,8.69,,0.05,49.42,0.14,0.32,,0,0,,91.02113883,,
OL223161,40.87,0,0.02,0.05,,,8.5,,0.07,49.62,0.1,0.28,,0.01,0,,91.23253825,,
OL223162,40.98,0,0,0.03,,,8.77,,0.04,49.55,0.13,0.35,,0.02,0,,90.96757227,,
OL223163,41.03,0.01,0.02,0.01,,,8.37,,0.11,49.39,0.1,0.27,,0.01,0,,91.31827387,,
OL223164,40.74,0,0.01,0.03,,,8.7,,0.08,50.37,0.12,0.29,,0.02,0.02,,91.16628255,,
OL223165,40.97,0.02,0.03,0.08,,,8.46,,0.07,50.31,0.13,0.31,,0,0.02,,91.37960297,,
OL223166,40.85,0.01,0.02,0,,,8.05,,0.07,50.13,0.13,0.28,,0.01,0,,91.73583202,,
OL223167,40.42,0,0.02,0.08,,,8.27,,0.07,49.64,0.1,0.31,,0.01,0.02,,91.45264101,,
OL223168,41.02,0,0.03,0.04,,,8.21,,0.07,50.19,0.13,0.27,,0,0,,91.5946106,,
OL223169,40.99,0,0.02,0,,,8.3,,0.1,50.01,0.14,0.3,,0.01,0.03,,91.48233716,,
OL223170,41.09,0,0.02,0,,,8.91,,0.07,50.06,0.1,0.27,,0,0,,90.92147512,,
OL223171,41.26,0.03,0.02,0.05,,,8.48,,0.04,49.83,0.14,0.27,,0,0.02,,91.28501924,,
OL223172,40.87,0,0,0,,,8.73,,0.04,49.97,0.1,0.33,,0,0,,91.07391803,,
OL223173,41.1,0,0.01,0,,,8.32,,0.05,49.84,0.11,0.26,,0.01,0.03,,91.43694098,,
OL223174,40.81,0.02,0,0.01,,,8.36,,0.04,49.45,0.1,0.25,,0,0,,91.33735771,,
OL223175,41.06,0,0.03,0,,,8.59,,0.06,49.49,0.14,0.27,,0,,,91.12673455,,
OL223176,41.14,0,0,0.04,,,8.63,,0.07,50.14,0.16,0.3,,0,0.02,,91.19444365,,
OL223177,41.06,0.01,0,0.04,,,8.67,,0.08,49.75,0.13,0.28,,0,0,,91.09409246,,
OL223178,40.66,0.03,0,0.03,,,8.5,,0.06,49.99,0.12,0.29,,0,0,,91.29177949,,
OL223179,40.73,0,0.01,0.02,,,8.51,,0.05,50.13,0.12,0.27,,0.01,0.03,,91.30465658,,
OL223180,40.78,0,0.03,0.04,,,8.42,,0.05,50.05,0.11,0.25,,0.01,0,,91.37612047,,
OL223181,40.69,0.01,0,0.04,,,8.34,,0.05,49.77,0.12,0.25,,0,0,,91.40709025,,
OL223182,40.45,0,0.04,0.01,,,9.34,,0.1,49.17,0.12,0.25,,0,0.03,,90.36986736,,
OL223183,40.22,0,0.01,0,,,9.25,,0.11,49.14,0.14,0.29,,0,0.01,,90.44853331,,
OL223184,40.74,0.02,0.04,0.03,,,9.47,,0.07,49.49,0.1,0.27,,0,0.01,,90.30583729,,
OL223185,40.66,0,0.05,0.02,,,9.38,,0.08,49.17,0.15,0.29,,0,0,,90.3326119,,
OL223186,40.39,0,0.03,0.02,,,9.54,,0.08,49.49,0.12,0.28,,0.01,0.03,,90.24117321,,
OL223187,40.47,0.01,0.03,0.02,,,9.25,,0.08,49.35,0.12,0.31,,0,0.03,,90.48531065,,
OL223188,42.07,0,0.02,0,,,8.77,,0.08,49.65,0.13,0.26,,0,0.02,,90.98412429,,
OL223189,40.24,0,0.02,0.03,,,9.59,,0.1,49.25,0.12,0.33,,0,0,,90.15196618,,
OL223190,39.99,0,0.04,0.04,,,9.2,,0.11,49.2,0.11,0.26,,0,0,,90.50574626,,
OL223498,41.2,0,0.01,0.03,,,6.87,,0.02,51,0.08,0.4,,,,,92.97397161,,
OL223499,41.4,0,0,0.02,,,6.68,,0.03,51.5,0.08,0.36,,,,,93.21693457,,
OL223500,40.8,0,0,0.04,,,6.01,,0.02,51.7,0.08,0.37,,,,,93.87778312,,
OL223501,41.7,0,0,0.03,,,6.08,,0.02,51.1,0.08,0.36,,,,,93.74276597,,
OL223502,40.9,0,0,0.04,,,5.99,,0.02,51.2,0.07,0.35,,,,,93.84098349,,
OL223503,40.6,0,0,0.02,,,6.8,,0.01,53.5,0.08,0.42,,0,0,,93.34414047,,
OL223504,40.9,0,0.01,0.03,,,6.39,,0.01,53.9,0.08,0.43,,0,0,,93.76394522,,
OL223505,40.6,0,0.01,0,,,6.28,,0.02,53.5,0.08,0.35,,0,0,,93.82167166,,
OL223506,40.7,0,0,0.03,,,6.36,,0.02,53.9,0.08,0.36,,0,0,,93.79140477,,
OL223507,40.5,0,0,0.03,,,6.65,,0.03,53,0.08,0.42,,0,0,,93.42393797,,
OL223510,40.7,0,0.02,0.03,,,6.35,,0.02,53.7,0.08,0.38,,0,0,,93.77890876,,
OL223511,40.7,0,0,0.05,,,5.33,,0.01,54.1,0.07,0.37,,0,0.03,,94.76245002,,
OL223512,40.5,0,0.01,0.02,,,6.77,,0.03,53.8,0.08,0.42,,0,0,,93.40608253,,
OL223513,41.3,0,0.01,0.02,,,6.98,,0.02,51.5,0.08,0.39,,,,,92.93383145,,
OL223514,41.2,0,0.01,0.03,,,7.23,,0.03,50.9,0.08,0.37,,,,,92.61951387,,
OL223515,41.2,0,0,0.02,,,6.91,,0.02,51.2,0.08,0.41,,,,,92.9616047,,
OL223516,41,0,0,0.02,,,6.79,,0.02,50.8,0.08,0.39,,,,,93.02464912,,
OL223518,41.3,0,0,0.03,,,6.94,,0.02,51,0.08,0.43,,,,,92.90745934,,
OL223519,40.7,0,0,0,,,6.73,,0.02,51.2,0.09,0.41,,,,,93.13235785,,
OL223520,41.3,0,0,0.03,,,6.78,,0.02,50.9,0.07,0.4,,,,,93.04694021,,
OL223521,41.4,0,0,0,,,6.8,,0.03,51.2,0.08,0.41,,,,,93.06587936,,
OL223522,41.2,0,0,0.03,,,6.69,,0.02,51.4,0.08,0.37,,,,,93.19515423,,
OL223523,39.8,0.03,0.02,0.05,,,7.29,,0.05,51.8,0.09,0.4,,0,0.03,,92.68258224,,
OL223524,40.9,0,0,0,,,7.02,,0.02,53.7,0.07,0.4,,0,0,,93.16735952,,
OL223525,40.5,0,0.01,0.02,,,6.86,,0.01,52.9,0.08,0.41,,0,0,,93.21840183,,
OL223527,40.4,0,0.01,0.02,,,7.24,,0.03,52.7,0.1,0.37,,0,0,,92.84440664,,
OL223528,40.6,0,0,0.02,,,6.48,,0.02,53.2,0.08,0.34,,0,0.02,,93.60384446,,
OL223529,40.6,0,0,0.02,,,6.85,,0.02,52.8,0.07,0.43,,0,0,,93.21566176,,
OL223531,40.6,0,0.01,0.02,,,6.62,,0.02,52.9,0.09,0.42,,0,0,,93.44009507,,
OL223532,40.9,0,0,0.02,,,6.85,,0.03,51.5,0.08,0.43,,0,0,,93.05629806,,
OL223533,40.6,0,0.01,0.02,,,6.94,,0.02,53.4,0.09,0.4,,0,0,,93.20456368,,
OL223534,40.5,0,0,0.02,,,6.44,,0.02,52.9,0.09,0.4,,0,0,,93.60705823,,
OL3832,40.55,0,0.02,0.02,,,,9.12,0.07,48.91,0.16,0.26,,,,0,100,,
OL1181,40.32,0.005,0.025,0.009,,,10.19,,0.08,48.5,0.168,0.339,,,,,89.45603303,,
OL230588,39.6891,0.04705,0.0194,0.0298,,,10.30385,,0.1039,49.05905,0.1391,0.3696,,0.00905,0.014,,89.45933491,,
OL230590,39.67484211,0.051684211,0.010842105,0.047473684,,,9.875105263,,0.087947368,50.07078947,0.134105263,0.373684211,,0.006894737,0.022421053,,90.03802989,,
OL230591,39.29038889,0.036944444,0.012333333,0.041611111,,,9.226833333,,0.068111111,50.80472222,0.132888889,0.403666667,,0.011555556,0.012444444,,90.75356647,,
OL230593,39.79765,0.05095,0.0253,0.03305,,,8.8478,,0.0873,51.02315,0.10865,0.38335,,0.0094,0.01885,,91.13432201,,
OL230595,39.78745,0.0444,0.01885,0.0182,,,10.0183,,0.06955,50.22705,0.16925,0.3717,,0.0065,0.0116,,89.93639061,,
OL230597,38.92445,0.04295,0.0181,0.0157,,,10.1146,,0.0725,50.62995,0.1439,0.38395,,0.00555,0.01785,,89.92210905,,
OL230602,39.10675,0.04055,0.01,0.01715,,,11.9113,,0.09375,48.467,0.2073,0.35365,,0.0082,0.0145,,87.88337401,,
OL231485,40.993,,0.028,0.036,,,8.983,,0.198,49.127,0.127,0.349,,,,,90.6963586,,
OL231486,40.827,,0.045,0.041,,,9.05,,0.194,49.227,0.131,0.36,,,,,90.65071499,,
OL231487,40.897,,0.035,0.033,,,8.641,,0.183,49.218,0.136,0.417,,,,,91.0338705,,
OL231488,40.657,,0.041,0,,,8.929,,0.153,48.965,0.118,0.376,,,,,90.71933923,,
OL231489,40.923,,0.041,0.051,,,9.084,,0.173,48.995,0.113,0.397,,,,,90.5786495,,
OL231490,40.866,,0.044,0.043,,,8.988,,0.16,49.313,0.11,0.385,,,,,90.72351466,,
OL231491,40.877,,0.036,0.019,,,8.983,,0.128,48.711,0.143,0.372,,,,,90.62435335,,
OL231492,40.917,,0.04,0.037,,,9.131,,0.191,48.885,0.115,0.343,,,,,90.5152392,,
OL231493,41.009,,0.043,0.039,,,9.125,,0.193,48.865,0.137,0.393,,,,,90.51736905,,
OL231494,40.928,,0.031,0.013,,,9.119,,0.117,48.899,0.136,0.356,,,,,90.52897867,,
OL231495,40.879,,0.031,0.04,,,8.915,,0.197,48.912,0.12,0.428,,,,,90.7234316,,
OL231496,40.932,,0.034,0.029,,,9.419,,0.113,49.042,0.108,0.376,,,,,90.27345411,,
OL231497,40.881,,0.041,0.033,,,8.82,,0.113,48.882,0.128,0.331,,,,,90.80808323,,
OL231498,41.07,,0.032,0.012,,,9.086,,0.136,48.752,0.124,0.405,,,,,90.53424744,,
OL231499,41.019,,0.033,0.026,,,9.05,,0.157,48.562,0.101,0.396,,,,,90.53480548,,
OL231500,40.675,,0.057,0.023,,,8.982,,0.174,49.135,0.13,0.325,,,,,90.69867171,,
OL231501,40.843,,0.09,0.005,,,9.077,,0.172,48.765,0.144,0.376,,,,,90.54501966,,
OL231502,40.862,,0.066,0.041,,,8.633,,0.199,48.75,0.128,0.338,,,,,90.96319742,,
OL231503,41.048,,0.035,0.008,,,8.725,,0.144,48.79,0.121,0.372,,,,,90.88247965,,
OL231504,40.611,,0.032,0,,,10.198,,0.128,47.767,0.176,0.367,,,,,89.30403266,,
OL231505,40.649,,0.051,0.032,,,10.247,,0.102,48.024,0.166,0.359,,,,,89.30949995,,
OL231506,40.634,,0.054,0.035,,,9.938,,0.103,48.066,0.141,0.297,,,,,89.60648584,,
OL231507,40.797,,0.05,0.007,,,10.134,,0.104,47.751,0.134,0.325,,,,,89.36083371,,
OL231508,40.838,,0.041,0.003,,,10.113,,0.096,47.733,0.168,0.316,,,,,89.37696011,,
OL231509,40.702,,0.034,0.021,,,9.968,,0.192,48.127,0.158,0.381,,,,,89.59021471,,
OL231510,40.748,,0.051,0.037,,,10.364,,0.203,47.909,0.129,0.314,,,,,89.17750104,,
OL231511,40.492,,0.047,0.019,,,9.798,,0.102,47.666,0.136,0.393,,,,,89.66066433,,
OL231512,40.971,,0.036,0,,,10.522,,0.098,48.321,0.145,0.343,,,,,89.11395648,,
OL231513,41,,0.053,0.005,,,10.056,,0.102,48.094,0.133,0.338,,,,,89.50151335,,
OL231514,40.415,,0.037,0,,,10.453,,0.159,47.797,0.147,0.335,,,,,89.07193757,,
OL231515,40.71,,0.041,0,,,10.289,,0.133,47.891,0.113,0.306,,,,,89.24379109,,
OL231516,40.726,,0.033,0.012,,,10.592,,0.138,47.948,0.154,0.314,,,,,88.97367112,,
OL231517,40.758,,0.057,0.033,,,10.247,,0.201,47.761,0.162,0.326,,,,,89.25695604,,
OL231518,40.914,,0.044,0.011,,,10.437,,0.108,48.421,0.156,0.357,,,,,89.2123053,,
OL231519,40.582,,0.03,0.013,,,10.495,,0.089,48.062,0.177,0.316,,,,,89.08671482,,
OL231520,40.848,,0.045,0.025,,,10.179,,0.174,47.936,0.152,0.316,,,,,89.35547149,,
OL231521,40.755,,0.041,0.021,,,10.186,,0.133,48.064,0.126,0.383,,,,,89.37428207,,
OL231522,40.736,,0.027,0.007,,,10.054,,0.125,47.974,0.147,0.327,,,,,89.47988855,,
OL231523,40.656,,0.054,0.008,,,10.291,,0.107,48.197,0.152,0.388,,,,,89.30292124,,
OL231524,40.683,,0.048,0,,,10.253,,0.114,48.226,0.154,0.308,,,,,89.34393748,,
OL231525,40.763,,0.024,0,,,10.267,,0.094,48.173,0.131,0.351,,,,,89.32045496,,
OL231526,40.778,,0.036,0.022,,,10.348,,0.127,48.17,0.182,0.295,,,,,89.24466386,,
OL231527,40.334,,0.055,0.026,,,10.293,,0.184,48.066,0.131,0.371,,,,,89.27503296,,
OL231528,40.46,,0.069,0.024,,,10.112,,0.143,47.888,0.135,0.333,,,,,89.40863833,,
OL231529,40.691,,0.028,0.021,,,9.571,,0.073,48.735,0.125,0.346,,,,,90.07598686,,
OL231530,40.826,,0.047,0.052,,,9.765,,0.193,48.705,0.155,0.373,,,,,89.88956305,,
OL231531,40.782,,0.042,0.062,,,9.509,,0.168,48.364,0.136,0.37,,,,,90.06576698,,
OL231532,41.124,,0.053,0.024,,,9.462,,0.151,48.559,0.133,0.385,,,,,90.14581452,,
OL231533,40.947,,0.048,0.033,,,9.435,,0.117,48.523,0.134,0.421,,,,,90.1645949,,
OL231534,40.749,,0.036,0.013,,,9.453,,0.189,48.664,0.13,0.363,,,,,90.17342086,,
OL231535,40.831,,0.025,0.002,,,9.363,,0.094,48.657,0.146,0.337,,,,,90.25659821,,
OL231536,40.864,,0.029,0.024,,,9.583,,0.103,48.572,0.121,0.394,,,,,90.03476193,,
OL231537,41.035,,0.045,0.044,,,9.519,,0.158,48.767,0.13,0.395,,,,,90.13042069,,
OL231538,40.895,,0.067,0.025,,,9.272,,0.192,48.942,0.123,0.363,,,,,90.39298649,,
OL231539,40.891,,0.04,0.001,,,9.796,,0.095,48.849,0.104,0.371,,,,,89.88758744,,
